filename,text
TE_BABJI_000000745,mahAlakSmI maMdiraMlo DraెskoD kuraca dustulapai abhyaMtaraM
TE_BABJI_000000746,maMdubAbulaku pratyeka vATsAp grUp polIsulu SAk
TE_BABJI_000000747,gata naెlalo mRti caెMdina vezyAgRha yajamAni tAjA ఎnnikallo ghana vijayaM
TE_BABJI_000000748,abhimAnipai dADicesina SabbIrpai veTu kaెrIr praznArthakaM
TE_BABJI_000000749,pauSTikAhAraMto anArogyAniki caెk
TE_BABJI_000000750,aTTahAsaMgA prAraMbhamaina eSiyan gems bhAratku netRtvaM vahiMcina nIraj coprA
TE_BABJI_000000751,bAlalanu kApADaMDi
TE_BABJI_000000752,mahiLA jarnalisTpai maMtrigAri hAT kAmaెMTs
TE_BABJI_000000753,mana kIborDu mana bhASa
TE_BABJI_000000754,praiveTu skULla bassulu vaste gAli tIyaMDi kaDiyaM
TE_BABJI_000000755,bhartanu caMpiMcina bhArya priyuDi araెsT
TE_BABJI_000000756,tirumalaku kAlinaDaka bayaludere bhaktulaku SAkiMg nyUs
TE_BABJI_000000757,jorDAn kaMpaెnIlo iphko aipiఎlku vATAlu
TE_BABJI_000000758,taెlaMgANaku drohaM cesina pArTIto kAMgraెs kummakkaiMdi
TE_BABJI_000000759,maMtri javaharku tappina pramAdaM
TE_BABJI_000000760,bhagavadgIta poTIllo muslim bAluDu phasT
TE_BABJI_000000761,jIఎsTIni ArubayaTa tIstA varma
TE_BABJI_000000762,brahmotsavAllo gharSaNa kattulato dADi
TE_BABJI_000000763,big bAs praొDakSans vaెyyikoTla prAjaెkT bAhubalikaMTe paెddadi
TE_BABJI_000000764,paెTrol DIjil dharalapai  rUpAyalanu taggiMcina sIఎM
TE_BABJI_000000765,idi pratyeka hodA saikataM
TE_BABJI_000000766,mUkahatyalapai keMdramaMtri saMcalana vyAkhyalu
TE_BABJI_000000767,vacce ఎnnikallo bIjepIki noTA kaMTe takkuva oTlu vastAyi
TE_BABJI_000000768,e pArTIki maddatu ledu mAla mahAnADu
TE_BABJI_000000769,ruNamAphI ఎlAaDakattaెralo kumArasvAmi
TE_BABJI_000000770,maెhul coksI saMcalana vyAkhyalu
TE_BABJI_000000771,vaisIpI koTaku bITalu
TE_BABJI_000000772,uppal bhagAyatlo bhArI vaెMcar
TE_BABJI_000000773,jeఎnyUlo ebIvIpI eaiఎse vidyArthula madhya gharSaNa
TE_BABJI_000000774,riyal nAyakan kAvAli keTIAr
TE_BABJI_000000775,ivi AtmahatyalenA
TE_BABJI_000000776,pavan mATallo kaొnni vAstavAlunnAyi viSNukumAr
TE_BABJI_000000777,zAtaM paెrigina byAMkbajAr AdAyaM
TE_BABJI_000000778,maMtrulunna sthAnAllo balamaina abhyarthulanu diMpanunna mahAkUTami
TE_BABJI_000000779,gaెjiTaెD udyogaM  lakSalu keMdra prabhutva kaొluvulU ippistA
TE_BABJI_000000780,ipuDiMka daLitulu TaెrrarisTulayyAru
TE_BABJI_000000781,I saMvatsaraM nikara lAbhAlu ArjistAM
TE_BABJI_000000782,rAjInAmA cestArA viSNukumAr rAjuku bAbu savAl
TE_BABJI_000000783,kaెmaెrAlu adiripoye phIcarlu idI phon pratyekata
TE_BABJI_000000784,I abhimanyuDu vijayuDu arjun
TE_BABJI_000000785,brekiMg pavankaLyAN phAMhaus daggara dAruNa hatya
TE_BABJI_000000786,edi AtmagauravaM
TE_BABJI_000000787,TI ryAMkulu viDudala harman ryAMku ఎMtaMTe
TE_BABJI_000000788,pArlamaెMT sAkSigA kviD pro ko
TE_BABJI_000000789,I kurrADu iMjanIriMg mASTAru
TE_BABJI_000000790,AgasTu civarlo polIs parIkSa
TE_BABJI_000000791,upAdhyAya vRtti vadilinaెlaku lakSa saMpAdistU
TE_BABJI_000000792,geyakavitalaku AhvAnaM
TE_BABJI_000000793,nimma raitu kaMTa caెmma
TE_BABJI_000000794,pars corI mahiLa AtmahatyAyatnaM UhiMcani TvisT
TE_BABJI_000000795,abhaya hastaM ఎvariko
TE_BABJI_000000796,prajalu vaddaMTe poTI ceyanu ఎrrabaెlli
TE_BABJI_000000797,bIjepI cetilo pavankalyAN kIlubaొmma TIDIpI
TE_BABJI_000000798,DigrI vidyArthulakU madhyAhna bhojanaM
TE_BABJI_000000799,taLukku camakkule
TE_BABJI_000000800,asaMtRpti AvirbhAvaM
TE_BABJI_000000801,udyogAlaMTU rU koTlaku mahiLa kuccuTopI
TE_BABJI_000000802,taెlugudezaM pArTI sattA cATutAM
TE_BABJI_000000803,kAMgraెs jeDIఎs asaMtRptulu bIjepIvaipu cUstunnAru
TE_BABJI_000000804,prabhAs kUDA pavan rUTuloki vaెLtunnADA
TE_BABJI_000000805,zrIzailaM prAjaెkTunu parizIliMcina kRSNA rivar menejiMg borDu cairman
TE_BABJI_000000806,bhUSaN sTIl TATAla paraM
TE_BABJI_000000807,big bAs haujlo jaMbalakiDi paMba
TE_BABJI_000000808,chattIsgaDhlo vijayaM ఎvarido caెppesina Taims nau
TE_BABJI_000000809,ఎnnikala muMdu paెTrolu dharalanu taggiMcanunna keMdraM
TE_BABJI_000000810,krikaెTlo paెnu saMcalanaM sanat jayasUryapai smagliMg AropaNalu
TE_BABJI_000000811,jaTTu prakaTiMcina borDu IsAri sTAr baularki maొMDicaెyyi
TE_BABJI_000000812,paెLlaina mahiLato ఎphair A yuvakuDi prANaM tIsiMdi
TE_BABJI_000000813,guha nuMci maro naluguru bayaTaku kaొnasAgutunna ApareSan
TE_BABJI_000000814,I dIpAvaLi bahumatulato Arthika bharosA
TE_BABJI_000000815,taెlaMgANalo kaొtta prAjaెkTulevI nirmiMcaDaM ledu harISrAvu
TE_BABJI_000000816,bhojanaM bAgoledani vALlaMTe vILlanu citakkaొTTAru
TE_BABJI_000000817,pavan kalyANpai jagan phair
TE_BABJI_000000818,sipiఎs nu nijaMgA raddu cesedaెvaru
TE_BABJI_000000819,kvArTarslo siMdhu praNay
TE_BABJI_000000820,ku cerina titlI mRtulu jillAlu atalAkutalaM
TE_BABJI_000000821,pArAmaెDikal korsullo kaొttagA  sITlu
TE_BABJI_000000822,esIlu phrijlu TIvIlu priyaM
TE_BABJI_000000823,bhadrAdrilo vaibhavaMgA ఎdurkolu utsavaM
TE_BABJI_000000824,rilayans jiyo sarikaొtta Aphars
TE_BABJI_000000825,golkaొMDa koTalo ika A paెdda caెTTu kanapaDadA
TE_BABJI_000000826,avinItilo azokgajapati rAju pAtra uMdi jagan
TE_BABJI_000000827,vaidya ArogyazAkhapai caMdrabAbu samIkSa
TE_BABJI_000000828,taొli iMTarvyU sivilse
TE_BABJI_000000829,kuppakUlina sTAk mArkaెTlu saెkanlalo rU lakSala koTlu Aviri
TE_BABJI_000000830,evI subbAraెDDipai bhUmA nAga maunika kannaెrra
TE_BABJI_000000831,grilD vaెjiTabul cIjsnAk
TE_BABJI_000000832,prema peruto vedhiMpulu iMTar vidyArthi Atmahatya
TE_BABJI_000000833,borabaMDalo TIcarto asabhyakaraMgA pravartiMcina kAmAMdhuDiki rimAMD
TE_BABJI_000000834,lavlo unnA nijame hIroyin saMjana
TE_BABJI_000000835,tirumala mahAsaMprokSaNa piTiSanpai haikorTu tIrpu
TE_BABJI_000000836,rU koTla binAmI Astula japtu
TE_BABJI_000000837,nirADaMbaruDu nIlaM
TE_BABJI_000000838,thaman ఎksTrArDinarI myUjik DairaెkTar kAnI allu araviMd
TE_BABJI_000000839,viDudalavagAne maLlI jaillo vaెyyamaMTunnADu
TE_BABJI_000000840,uppal abhyarthi vIreMdargauD AzIrvadiMci gaెlipiMcaMDi deveMdargauD
TE_BABJI_000000841,saMcalana nirNayaM tIsukunna TrAphik polIsulu
TE_BABJI_000000842,eLla mis mAskoku  eLla maleSiyA kiMgto paెLli
TE_BABJI_000000843,I naెla  nuMci laibreriyan posTula iMTarvyUlu
TE_BABJI_000000844,I eDAdilo phesbuk atipaెdda apDeT ide jukarbarg
TE_BABJI_000000845,rAkSasulU rAjakIyAlU
TE_BABJI_000000846,padi ovarlu mugisesariki DhillI skor ఎMtaMTe
TE_BABJI_000000847,maLlI baMpar Aphar kaొTTesina unadkaT
TE_BABJI_000000848,esar nuMci maొdaTi gUgul krom oఎs TAblaెT
TE_BABJI_000000849,sIఎM muMdu taladiMcukunelA cestunnAru maMtri accaెnnAyuDu
TE_BABJI_000000850,pAk sAyaMto zrIkRSNa maMdira punaruddharaNa panulu
TE_BABJI_000000851,nAg Ura mAs sAMgni vADukuMTunna nAgacaitanya
TE_BABJI_000000852,ade katha
TE_BABJI_000000853,taెravaెnuka ఎmmaెlye mAjI ఎMpI cakraM
TE_BABJI_000000854,vimAnaMlo mAMsAhAraM paెTTADani sibbaMdini cAcipaెTTina kaొTTina sIniyar
TE_BABJI_000000855,dhanaM janaM yavvanaM annI azAzvatame
TE_BABJI_000000856,paMTa praNALikato nizciMta
TE_BABJI_000000857,TAp hIroyinku SUTiMglo pramAdaM
TE_BABJI_000000858,hAsTal maెslo AhAraM tini Asupatri pAlaina  maMdi vidyArthulu
TE_BABJI_000000859,rAhul gAMdhIki smRtI irAnI paMc
TE_BABJI_000000860,taెlaMgANalo paluvuru aipIఎsla badilI
TE_BABJI_000000861,ramez pavAr TvITpai vimarzala varSaM
TE_BABJI_000000862,sAdhAraNa bulliS dhoraNi
TE_BABJI_000000863,navyAMdhra haikorTu sAkAramaina cirakAla svapnaM
TE_BABJI_000000864,caMdramukhi adRzyaM kesulo sIsITIvI phuTejI labhyaM
TE_BABJI_000000865,paెLlipITalaెkkanunna maro bhArata krikaెTar
TE_BABJI_000000866,aiphon byATarIni noTlo paెTTi kaొrikADu
TE_BABJI_000000867,garbhiNulu ilA ceste medhAvulu bADI bilDarlu puDatAru  Araెssaెs
TE_BABJI_000000868,sAhitya sevakuDu
TE_BABJI_000000869,mIru ఎkkaboye railu ఎkkaDuMdo I yAp kaccitaMgA caెppestuMdi
TE_BABJI_000000870,borDu taraphuna aisIsI vicAraNaku khurSId
TE_BABJI_000000871,mamataku SAkiccina diggaja ATagADu
TE_BABJI_000000872,saMtRptito vaidaొlagutunnA sIjeai dIpak mizrA
TE_BABJI_000000873,anaitika saMbaMdhAniki kaొDuku aDDugA unnADani kannatalli eM cesiMdaMTe
TE_BABJI_000000874,A adRSTavaMtulu ఎvaro
TE_BABJI_000000875,kAlasvarUpiNi dakSiNa kALi
TE_BABJI_000000876,rajanIto daెbbalu tinaDaM nAku baెsT mUmaెMTs akSay
TE_BABJI_000000877,kRSNA jillAlo pelina bAyilar ఒkari mRti
TE_BABJI_000000878,vaisIpIlo cerabotunna AnaMku I viSayaM mariMta
TE_BABJI_000000879,sajjanula kulaM kAdu guNaM mukhyaM
TE_BABJI_000000880,devadAsku gummaDikAya kaొTTezAru
TE_BABJI_000000881,kAMgraెs ఎnnikala kamiTI phainal cesina  maMdi abhyarthula jAbitA ide
TE_BABJI_000000882,padiheneLla paTTabhadruDu
TE_BABJI_000000883,karuNanu parAmarziMcina zrIlaMka adhyakSuDi pratinidhulu
TE_BABJI_000000884,picci piccigA mATlADite medhAvulu kAru ketiraెDDi
TE_BABJI_000000885,pratyeka hodA sAdhana kosaM sinI nirmAta pilupu
TE_BABJI_000000886,repu maMtrivarga vistaraNa
TE_BABJI_000000887,rUkoTi ఎlA saMpAdiMcAro taెliyaDaM ledu nArA lokeS
TE_BABJI_000000888,soriyAsisku homiyo cikitsa
TE_BABJI_000000889,reSan kaSTAlaku caెllu
TE_BABJI_000000890,tvaralo Ayur cikaెn halIm
TE_BABJI_000000891,thrilliMg haiT
TE_BABJI_000000892,baMglAnu kaTTaDi cestunna AphgAn baularlu
TE_BABJI_000000893,kannA lakSmInArAyaNa tirupati paryaTanalo udriktata
TE_BABJI_000000894,saెlphon kosaM kaొTlATa akkanu caెMpapai kaొTTi tammuDu
TE_BABJI_000000895,cakkani cukkavizvAsapAtruDaina varuDu
TE_BABJI_000000896,daొMgabAbAku baDita pUja cesina grAmasthulu
TE_BABJI_000000897,yaDyUrappaku ఎduru daెbba
TE_BABJI_000000898,idigo nILLu adigo nILLu ani caెppi nannu tappudova paTTistunnAru
TE_BABJI_000000899,ummaDizaెTTi avArDu tridazAbdi kavitotsavaM
TE_BABJI_000000900,saెkaMD ఒpIniyan mele
TE_BABJI_000000901,mA amma akkaDiki lAkkaెLli marI kUrcopaెTTedi  samaMta
TE_BABJI_000000902,adRSTamaMTe atanide mUDu lATarIllo rU  koTlu
TE_BABJI_000000903,ఎMta caెppinA vinani bhArya civariki
TE_BABJI_000000904,rAkez AsthAnA phaiLLapai DhillI haikorTu saMcalana nirNayaM
TE_BABJI_000000905,manassu manako varaM
TE_BABJI_000000906,ఎnaiIpIaiDIlo udyogAlu
TE_BABJI_000000907,TIఎspIఎssI nuMci maro raెMDu noTiphikeSanlu
TE_BABJI_000000908,e phon baెTar
TE_BABJI_000000909,bhAryAbhartallA A yuvakulu iMTlonivAru vyatirekiMcagAne
TE_BABJI_000000910,jaganpai jarigina dADi ghaTana guriMci DhillIlo caMdrabAbu emannAraMTe
TE_BABJI_000000911,tanikhIkaెLli tAne vidyArthiyai
TE_BABJI_000000912,ippaTikI beramADe baTTalu kaొMTA pRthvI
TE_BABJI_000000913,baొppAyi kyAbejI salAD
TE_BABJI_000000914,eLla vayasunna rAjakIya nAyakuDu
TE_BABJI_000000915,ఎljIbITI jon taraliMpupai nirasana
TE_BABJI_000000916,oTami dizagA laMka
TE_BABJI_000000917,kArla vikrayAllo mAruti havA
TE_BABJI_000000918,adi jaMbalakiDipaMba grAmaM puruSulaMtA
TE_BABJI_000000919,phIvarlo kUDA rAm iragadIzADu darzakuDu
TE_BABJI_000000920,vacce ఎnnikallo TIDIpI gaెlavadu viSNukumArrAju
TE_BABJI_000000921,jaganto dhanalakSmi bheTI
TE_BABJI_000000922,hodA kosaM TIDIpI kAryakarta AtmahatyAyatnaM
TE_BABJI_000000923,rAjInAmAlato upayogaM uMDadu
TE_BABJI_000000924,gajvel rol moDal
TE_BABJI_000000925,laెkka saricestArA
TE_BABJI_000000926,kaLlaెduTe buggi
TE_BABJI_000000927,I mahiLA pailaెTluvaెrI Dainamik
TE_BABJI_000000928,vayasu nAlugeLlu kesIArkunnaMta naెTvark uMdi
TE_BABJI_000000929,DraెDjiMg kArpaొreSanlo vATAla vikrayaM
TE_BABJI_000000930,iLaya rAjAku rajanIkAMt kamal phon
TE_BABJI_000000931,AdhAr kesulo suprIMkorTu jaDji kIlaka vyAkhyalu
TE_BABJI_000000932,maMdi rohiMgyAla perlu taొlagiMpu
TE_BABJI_000000933,akrama saMtAnaM AviSkaraNa sabha
TE_BABJI_000000934,asaెMblI ఎnnikalake ఎmmaెlyela maొggu
TE_BABJI_000000935,karNATaka ఎnnikala bariloki rAhul draviD anil kuMble
TE_BABJI_000000936,mArniMg mArkaెT kamiTI cairman IvaెniMg vaెhikil maెkAnik
TE_BABJI_000000937,duMduDuku prakaTanalu tagadu
TE_BABJI_000000938,modI pracAraMto daెbbe
TE_BABJI_000000939,avizvAsaMto caritra sRSTiMcAM
TE_BABJI_000000940,hArdik paTelpai iMku paDiMdi
TE_BABJI_000000941,vaెj halIm
TE_BABJI_000000942,idenayyA phyUSiyA
TE_BABJI_000000943,dAsarini gurtu cesukunna bAlakRSNa
TE_BABJI_000000944,ఒka dezI Avu vaMda lAbhAlu
TE_BABJI_000000945,poDu bhUmule prANapradaM
TE_BABJI_000000946,mArci na jAtIya rahadArula digbaMdhanaM
TE_BABJI_000000947,karNATakalo bIjepIni cittugA oDiMcAli boMDA uma
TE_BABJI_000000948,tvaralo AzIrvAd pAlu paెrugu
TE_BABJI_000000949,A viSayaMlo kaొMta vaెnakabaDi unnAM
TE_BABJI_000000950,brekiMg nyUs ఎmmaెlye upeMdra lakSyaMgA kAlpulu
TE_BABJI_000000951,bhArat pAk ఎnఎsela carcalu nijame
TE_BABJI_000000952,ayodhya dIpotsavku ginnis rikArDu
TE_BABJI_000000953,ciru  citraMpai klAriTI iccina vaijayaMti mUvIs
TE_BABJI_000000954,phAsisTu pokaDalaku oTe samAdhAnaM
TE_BABJI_000000955,kAlejI ammAyini he saెksI annaMduku
TE_BABJI_000000956,I kyAc tarvAta bhAratlo krikaెT svarUpame mAriMdi
TE_BABJI_000000957,adhiSThAnaM AdeziMcaDaMto mukhyulanu kalustunna vaisIpI netalu
TE_BABJI_000000958,mahiLa kannITiparyaMtaMspaMdiMcina bhaTTi cesina pani ide
TE_BABJI_000000959,Avani mRtipai pradhAni daryAptu ceyiMcAlitvaralo suprIMkorTulo piTiSan
TE_BABJI_000000960,Ayana  iddaru hIroyinlu
TE_BABJI_000000961,videzAlaku mana kUragAyalu
TE_BABJI_000000962,modI iMTi muMdu dharnA ceyAli
TE_BABJI_000000963,phArmA ఎgumatullo mariMta vRddhi
TE_BABJI_000000964,caccipoyi premanu nirUpiMcukomannArani tupAkito kAlcukunnADu
TE_BABJI_000000965,peruke DraiviMg skULlu jarigedi mAtraM veru
TE_BABJI_000000966,bumrA bauliMge kAdu byATiMgU adaragaొTTADu
TE_BABJI_000000967,pIhaెcDI pUrticesina  eLla svAtaMtrya samarayodhuDu
TE_BABJI_000000968,kaొtta aipAD sarikaొtta haMgulu
TE_BABJI_000000969,jagan mIda dADi vyavahAraMpai epI kebinaెTlo kIlaka carca
TE_BABJI_000000970,aiTI nagaraMgA amarAvati
TE_BABJI_000000971,graMthAlayAlu balopetaM kAvAli
TE_BABJI_000000972,gaొppalu poyina prabhutvaM DIఎssIpai marosAri dATaveta
TE_BABJI_000000973,modI vyaktigata svecchanu haristunnAru caMdrabAbu
TE_BABJI_000000974,modI jAlaM ika pani ceyadu
TE_BABJI_000000975,pakoDI sTArTapku sAyaM kAvAli maMtri smRtiki lekha
TE_BABJI_000000976,kAMgraెspai Ap bhArI AropaNalu
TE_BABJI_000000977,vairal avutunna pAyal kaొtta phoTo
TE_BABJI_000000978,hyAkiMg SAkiMg porn saiTlu taెriste cAlu muccaెmaTalu
TE_BABJI_000000979,keraLa sIఎMku virALaM aMdiMcina lAraెns
TE_BABJI_000000980,cinna sinimApai bhArI aMcanAlu nirmAta hyApI
TE_BABJI_000000981,sItAphalaM gujjunu teneto kalipi tIsukuMTe
TE_BABJI_000000982,mI TUki mIniMg taెlipe sinimA aMTunnAru
TE_BABJI_000000983,neDu gaొriganUruku vaisIpI netalu
TE_BABJI_000000984,hecarIlu mA prAMtaMlo vaddu matsakArulu
TE_BABJI_000000985,skUTar pakkaku tiyyamannADani kaొTTicaMpAru
TE_BABJI_000000986,kaొtta pablik saెkTAr
TE_BABJI_000000987,TIArTI praznapatrAlu tArumAru
TE_BABJI_000000988,himagirigA nayAgarA
TE_BABJI_000000989,divyAMga vidyArthulaku bhArIgA upakaraNAlu
TE_BABJI_000000990,upAdhi hAmIto vyavasAya panulu vaddu
TE_BABJI_000000991,baMgAru narasiMhuDu
TE_BABJI_000000992,DhillI korTu muMdu vicitramaina viDAkula piTiSan
TE_BABJI_000000993,zramazakti saMghAla kudiMpu
TE_BABJI_000000994,rep kesulapai bIjepIki kAMgraెs ghATu haెccarika
TE_BABJI_000000995,micaెl talaku  kuTlu
TE_BABJI_000000996,karnUlu jillAlo dAruNaM
TE_BABJI_000000997,maro  eLlu rAjakIyAllo lokez
TE_BABJI_000000998,maెTTa sedyAniki kik
TE_BABJI_000000999,AgasTulo marosAri vaDDiMpu
TE_BABJI_000001000,joru taggiMdi
TE_BABJI_000001001,A ఒkka saెMcarI kosaM sacin ADina myAclaెnno taెlusA
TE_BABJI_000001002,dhonI salahA pATiMcani rainA A tarvAta eM jarigiMdaMTe
TE_BABJI_000001003,viMta kAraNaMto viDAkulu korina mahiLa modI nitIzlaku lekha
TE_BABJI_000001004,nirudyoga bhRtini uddeziMci jokulu pelcina pavan
TE_BABJI_000001005,saMvatsarAlaiMdi dhanyavAdAlu allu arjun
TE_BABJI_000001006,vAstava sAgudArula hakkula sadassu
TE_BABJI_000001007,baDugu batukula akSara zilpi
TE_BABJI_000001008,bali vaMdanaM bhagavaMtuniki baMdhanaM
TE_BABJI_000001009,aMdubATu dharallo leavuTlu
TE_BABJI_000001010,sTraెcar lekapovaDaMto taMDrini ఎttukuni
TE_BABJI_000001011,yUeI sAyAniki gaMDikaొTTaొddu Uman cAMdI
TE_BABJI_000001012,kumArasvAmi pramANAniki cAMtADaMta lisT
TE_BABJI_000001013,big bAs haujlo uyyAla jaMpAla naTuDu
TE_BABJI_000001014,prajala muMduku pavan AzIrvadiMcAlaMTU TvIT
TE_BABJI_000001015,raెMDu rojullo vaMdamaMdini caMpesina tAlibanlu
TE_BABJI_000001016,kaొtta nibaMdhanala ఎphaెkT amaెjAn saMcalana nirNayaM
TE_BABJI_000001017,modIki repu keMdra maMtri SAk ivvabotunnArA
TE_BABJI_000001018,mahAlakSmI alaMkArAniki taralivastunna nagadu
TE_BABJI_000001019,tallidaMDrulanu maimarapiMpajesina raెyinbo vidyArthulu
TE_BABJI_000001020,uparitala ఒttiDi valle haiDrAlik jaMp
TE_BABJI_000001021,lagjarI villAlaku kerAph mokila
TE_BABJI_000001022,eLla vayasulone AphIsarnayyA
TE_BABJI_000001023,pAThazAlalo nAgupAmu
TE_BABJI_000001024,aiaiTI haidarAbAdlo aDmiSanlaku aMtarAyaM
TE_BABJI_000001025,TIDIpIloki vaెLlina vaisIpI ఎmmaెlye tirugubATu
TE_BABJI_000001026,dUkuDugA ADutU avuTaina rainA
TE_BABJI_000001027,AkAzaMlo  aDugula dUraMlo vimAnAlu tappina paెnu muppu
TE_BABJI_000001028,phibravari na vidhullo cerite
TE_BABJI_000001029,batuku pAThaM nerpina bATasAri
TE_BABJI_000001030,marosAri tappulo kAlesina amitAb baccan
TE_BABJI_000001031,ajJAtavAsi viDudalanu svAgatistU jUniyar ఎnTIAr phyAns phlaెksIlu
TE_BABJI_000001032,vaiఎsAr bayopikpai I vArtalu nijaMkAdu
TE_BABJI_000001033,samudra ravANA raMgaMloki mahIMdrA lAjisTiks
TE_BABJI_000001034,kannaDa kAMgraెs ఎmmaెlyepai prazaMsala varSaM
TE_BABJI_000001035,puTTaDame zaMkha cakra gadApadmAlato
TE_BABJI_000001036,Dabul IvIఎMlato abhyarthulaku AMdoLana
TE_BABJI_000001037,Upu mIdunna grahAlu videzAllo bhArat dummureputuMdanna nareMdra
TE_BABJI_000001038,jailulo gharSaNalu  maMdi mRti  maMdi parArI
TE_BABJI_000001039,aMdarU mAmIde paDi eDustunnAru muSAraph
TE_BABJI_000001040,taొli savAlku sanraijars raెDI
TE_BABJI_000001041,gaurI laMkeznu aMduke caMpezA parazurAm
TE_BABJI_000001042,repaTi myAclonU chITiMg cestAvA harmanprItto smRti
TE_BABJI_000001043,na byAMkula dezavyApta sammaె
TE_BABJI_000001044,bhArya vivAhetara saMbaMdhaM UhiMcani TvisTto bharta katha samAptaM
TE_BABJI_000001045,maెTro rail bhavanlo iLla nirmANaMpai keTIAr samIkSa
TE_BABJI_000001046,AnaM TIDIpIni vIDaTaMto I netaku phul DimAMD
TE_BABJI_000001047,grIn grep jyUs
TE_BABJI_000001048,grAmAllo cadivina pillalaku zikSaNa ivvaTaM kaSTame
TE_BABJI_000001049,TITIDI cairmannu prakaTiMcesina sIఎM caMdrabAbu
TE_BABJI_000001050,varaMgal jillAlo ghanaMgA batukamma veDukalu
TE_BABJI_000001051,pAliTiks phasT sinimA saెkaMD reSmA rAthoD
TE_BABJI_000001052,keMdraM kuTranu aDDukuMTAM maMdakRSNa
TE_BABJI_000001053,baruvunu taggiMce ullikADalu
TE_BABJI_000001054,taెlugu rASTrAlaku varSa sUcana
TE_BABJI_000001055,spriMTar himadAsku bhArI najarAnA
TE_BABJI_000001056,sTAr moDals
TE_BABJI_000001057,sIaisI nirNayaMpai bIsIsIai appIl
TE_BABJI_000001058,bhAratIya sAhityaMpai aMbeDkar prabhAvaM
TE_BABJI_000001059,oTarukU ఒka vyUhaM uMDAli
TE_BABJI_000001060,nA kaెrIr madhyalone mugisipovaDAniki ade kAraNaM padeLla tarvAta paెdavi vippina saimaMDs
TE_BABJI_000001061,marosAri maెgAnaMdamUri hIrola samaraM
TE_BABJI_000001062,pAlamUru zAstravetta saMcalanaM
TE_BABJI_000001063,appuTlo dAsari ippuDu si kaLyAN darzakuDu
TE_BABJI_000001064,vAripai muMbai tarahAlo kaThina caryalu
TE_BABJI_000001065,plAn kesIArdi amalu cesedi modI revaMtraెDDi
TE_BABJI_000001066,samAcAra caTTaMpai savaraNa astraM
TE_BABJI_000001067,rU plAnnu savariMcina ఎyirTaెl ippuDu rojuku ఎMta jIbI aMTe
TE_BABJI_000001068,bhAryAbhartaliddarU ఒke zAkhalo
TE_BABJI_000001069,bhUmulistAM leauTlu ceyaMDi
TE_BABJI_000001070,pradhAni abhyarthitvaMpai mamata spaMdana
TE_BABJI_000001071,pavan o lukkeste bAguMTuMdemo katti mahez
TE_BABJI_000001072,muMjala khIr
TE_BABJI_000001073,kesIAr harIzlapai tIvra dumAraM repe vyAkhyalu cesina revaMt
TE_BABJI_000001074,raphel kAMTrAkTpai anil aMbAnI kaMpaెnI spaSTIkaraNa
TE_BABJI_000001075,bhayapaDi pAripovAlsina avasaraM ledu zivAjI
TE_BABJI_000001076,caukadharala dukANAllo ika airisto reSan
TE_BABJI_000001077,phaliMcina caMdrabAbu prayatnaM Ayana peru dAdApugA phiks
TE_BABJI_000001078,koralu cAstonna DaెMgI
TE_BABJI_000001079,nakilI kaొkain ammutunna mugguru araెsT
TE_BABJI_000001080,kaDapa jillAloni I AlayaMlo puruSulaku mAtrame ఎMTrI
TE_BABJI_000001081,kaLlato guri nAlukato gol Azcaryaparustunna buDataDu
TE_BABJI_000001082,kaSTakAlaMlo labhiMcina vijayaM  rAhul gAMdhI
TE_BABJI_000001083,jIva iMdhanAlato ikkaTlu
TE_BABJI_000001084,harIS rAvupai saMcalana AropaNalu cesina mAjI ఎmmaెlye
TE_BABJI_000001085,riTail pradezAniki DimAMD
TE_BABJI_000001086,ippuDide hAT TApik
TE_BABJI_000001087,raitulaku pArlamaెMT eM cestoMdi
TE_BABJI_000001088,sAyipallavi sinimA viDudalaku DeT phiks
TE_BABJI_000001089,ArtharaiTisku homiyo ker
TE_BABJI_000001090,svadezAniki nidhula vaెlluva
TE_BABJI_000001091,kAMTrAkTu adhyApakula kuTuMbAllo vaెlugu
TE_BABJI_000001092,baMgAraM dharalu bhArI patanaM
TE_BABJI_000001093,vinaya vidheya rAma marosAri klAriTI iccAru
TE_BABJI_000001094,ఒkaTinnara gaMTa AlasyaMgA kaDapalo caMdrabAbu paryaTana
TE_BABJI_000001095,avarodhAlanu adhigamiMci
TE_BABJI_000001096,rogipai rokalipoTu
TE_BABJI_000001097,nava bhArata nirmANaMlo bAbUjI
TE_BABJI_000001098,saMkula rAjakIyaM
TE_BABJI_000001099,ippuDu tanUzrI TArgaెT salmAn khAn
TE_BABJI_000001100,bhinnatvaM eka paurasatvaM
TE_BABJI_000001101,Asupatrilo pravIN taొgADiyA AcUkI daొrikiMdi
TE_BABJI_000001102,sarkAru baDullo kUragAyala toTalu
TE_BABJI_000001103,taెlaMgANalo maMdi aipIఎsla badilI
TE_BABJI_000001104,zivAjIrAjA vArniMg iccina hIroyinlu vIrenA
TE_BABJI_000001105,bhArata Draivarku bhArI jAkpAT rU koTlu saొMtaM
TE_BABJI_000001106,rASTra prayojanAla kosaM ఎMtavarakainA vaెLtAM
TE_BABJI_000001107,rAphaెl guTTu vippaMDi
TE_BABJI_000001108,IsAri aktar vaMtu kazmIrpai vivAdAspada vyAkhyalu
TE_BABJI_000001109,ఎmmaెlye jesI prabhAkarraెDDiki pavan vArniMg
TE_BABJI_000001110,Asti kosaM bhartanu caMpina bhArya
